Num of Spin	LeftCredit	Line	BetPerLine	TotalAmount	TotalHit	TotalCoinIn	TotalCoinOut	Hit Rate	PayBack	BaseGame Hit	BaseGame TotalWin	BaseGame Hit Rate	BaseGame PayBack	BaseGame TopAward	BaseGame TopAward ReelsStop	BaseGame TopAward Type	Freespin Total Hit	Freespin Total Win	FreeSpin Total Hit Rate	FreeSpin Total PayBack	Feespin Total Times	Freespin TopAward	FS TopAward ReelsStop	FS TopAward Type	screen Max Award	screen Max Award Hit	Bonus Total Hit	Bonus Total Win	Bonus Total Hit Rate	Bonus Total Payback	Base Mystery Mul1 Hit	Base Mystery Mul2 Hit	Base Mystery Mul3 Hit	Base Mystery Mul4 Hit	Base Mystery Mul5 Hit	Base Mystery Mul6 Hit	Base Mystery Mul7 Hit	Base Mystery Mul8 Hit	Fs Inc Mul1 Times	Fs Inc Mul2 Times	Fs Inc Mul3 Times	Fs Inc Mul4 Times	Fs Inc Mul5 Times	Fs Inc Mul6 Times	Fs Inc Mul7 Times	Fs Inc Mul1 Hit	Fs Inc Mul2 Hit	Fs Inc Mul3 Hit	Fs Inc Mul4 Hit	Fs Inc Mul5 Hit	Fs Inc Mul6 Hit	Fs Inc Mul7 Hit	Fs Inc Mul1 Win	Fs Inc Mul2 Win	Fs Inc Mul3 Win	Fs Inc Mul4 Win	Fs Inc Mul5 Win	Fs Inc Mul6 Win	Fs Inc Mul7 Win	Pay6	Pay6Hit	Pay6PayOut	Pay10	Pay10Hit	Pay10PayOut	Pay20	Pay20Hit	Pay20PayOut	Pay30	Pay30Hit	Pay30PayOut	Pay40	Pay40Hit	Pay40PayOut	Pay50	Pay50Hit	Pay50PayOut	Pay60	Pay60Hit	Pay60PayOut	Pay80	Pay80Hit	Pay80PayOut	Pay100	Pay100Hit	Pay100PayOut	Pay120	Pay120Hit	Pay120PayOut	Pay160	Pay160Hit	Pay160PayOut	Pay200	Pay200Hit	Pay200PayOut	Pay400	Pay400Hit	Pay400PayOut	Pay500	Pay500Hit	Pay500PayOut	Pay1000	Pay1000Hit	Pay1000PayOut	
40000	9999864416	88	1	0.0	8555	3520000	3384416.0	0.213875	0.9614818181818182	8556	2140488	0.2139	0.6080931818181818	7200	98 99 17 37 40	Base Normal	121	660312	0.003025	0.18758863636363637	1104	14268	27 18 71 28 51	FS	32192.0	1	114	583616	0.00285	0.1658	26084	5905	2354	1617	1379	1142	927	592	247	217	219	166	104	51	100	117	115	101	78	45	26	49	75052	91554	99328	103830	109188	51856	129504	6	2340	26838	10	6511	123660	20	9131	350340	30	2333	132540	40	8006	624320	50	2008	186050	60	273	35100	80	664	103120	100	2324	440400	120	51	10560	160	111	30560	200	194	65400	400	17	11600	500	0	0	1000	0	0	
41000	9999857482	88	1	0.0	8787	3608000	3465482.0	0.2143170731707317	0.960499445676275	8788	2199814	0.21434146341463414	0.6097045454545454	7200	98 99 17 37 40	Base Normal	124	674484	0.003024390243902439	0.18694124168514412	1136	14268	27 18 71 28 51	FS	32192.0	1	116	591184	0.0028292682926829267	0.16385365853658537	26724	6041	2429	1657	1410	1173	955	611	255	228	224	169	105	52	103	119	118	102	79	46	27	51	75952	92874	104848	103980	109308	52626	134896	6	2368	27144	10	6707	126740	20	9438	360540	30	2398	134940	40	8186	639360	50	2081	191550	60	283	36060	80	685	107120	100	2375	451200	120	53	10800	160	115	32960	200	199	69400	400	18	12000	500	0	0	1000	0	0	
42000	9999858786	88	1	20.0	9006	3696000	3554786.0	0.21442857142857144	0.9617927489177489	9007	2258828	0.21445238095238095	0.6111547619047619	7200	98 99 17 37 40	Base Normal	125	680574	0.002976190476190476	0.184137987012987	1144	14268	27 18 71 28 51	FS	32192.0	1	121	615384	0.0028809523809523807	0.1665	27356	6210	2490	1696	1440	1196	990	622	257	229	225	171	106	53	103	120	119	103	80	47	27	51	76152	93114	105848	105030	112908	52626	134896	6	2425	27738	10	6909	130480	20	9687	369200	30	2441	137460	40	8378	654720	50	2130	198350	60	288	36660	80	702	108960	100	2460	468500	120	55	11400	160	115	32960	200	204	70400	400	18	12000	500	0	0	1000	0	0	
43000	9999817790	88	1	200.0	9210	3784000	3601790.0	0.2141860465116279	0.9518472515856237	9211	2303652	0.21420930232558139	0.6087875264270614	7200	98 99 17 37 40	Base Normal	126	682754	0.002930232558139535	0.1804318181818182	1152	14268	27 18 71 28 51	FS	32192.0	1	121	615384	0.002813953488372093	0.16262790697674417	28015	6346	2545	1744	1477	1228	1014	631	258	230	226	174	108	53	103	121	120	104	81	47	27	51	76832	93474	106888	105130	112908	52626	134896	6	2483	28152	10	7060	133960	20	9909	378640	30	2497	141090	40	8566	667520	50	2179	202450	60	296	37980	80	714	110720	100	2514	475900	120	56	11880	160	115	32960	200	204	70400	400	18	12000	500	0	0	1000	0	0	
44000	9999808378	88	1	40.0	9450	3872000	3680378.0	0.21477272727272728	0.950510847107438	9451	2351860	0.21479545454545454	0.6074018595041323	7200	98 99 17 37 40	Base Normal	129	692806	0.0029318181818181817	0.1789271694214876	1176	14268	27 18 71 28 51	FS	32192.0	1	126	635712	0.0028636363636363638	0.16418181818181818	28689	6494	2586	1795	1504	1252	1035	645	268	238	229	176	109	53	103	124	122	106	83	48	27	51	77776	94692	111208	106780	114828	52626	134896	6	2573	29040	10	7276	137800	20	10114	385740	30	2553	144240	40	8755	679960	50	2241	206700	60	308	39000	80	731	113520	100	2592	488300	120	57	12000	160	115	32960	200	205	70600	400	18	12000	500	0	0	1000	0	0	
45000	9999818874	88	1	0.0	9640	3960000	3778874.0	0.21422222222222223	0.9542611111111111	9641	2403006	0.21424444444444443	0.606819696969697	7200	98 99 17 37 40	Base Normal	134	720268	0.002977777777777778	0.1818858585858586	1216	14268	27 18 71 28 51	FS	32192.0	1	129	655600	0.0028666666666666667	0.16555555555555557	29317	6641	2657	1844	1542	1283	1057	659	274	244	238	184	117	55	104	129	127	111	88	51	29	51	80876	98982	113760	111780	122028	57946	134896	6	2630	29586	10	7423	140990	20	10276	391500	30	2613	149820	40	8926	693600	50	2310	213050	60	321	40980	80	743	115360	100	2640	496800	120	64	14760	160	118	33760	200	206	70800	400	18	12000	500	0	0	1000	0	0	
46000	9999816272	88	1	0.0	9867	4048000	3864272.0	0.2145	0.9546126482213438	9868	2464252	0.2145217391304348	0.6087579051383399	7200	98 99 17 37 40	Base Normal	135	727612	0.002934782608695652	0.17974604743083003	1232	14268	27 18 71 28 51	FS	32192.0	1	132	672408	0.0028695652173913043	0.16610869565217393	29958	6793	2710	1879	1574	1315	1089	682	276	246	239	186	121	59	105	130	128	111	89	52	30	52	81376	99582	113760	112280	124008	61390	135216	6	2702	30252	10	7642	146160	20	10521	401200	30	2665	152820	40	9126	707280	50	2349	215500	60	330	42060	80	757	116800	100	2716	513700	120	67	15960	160	119	33920	200	216	75800	400	20	12800	500	0	0	1000	0	0	
47000	9999789326	88	1	0.0	10056	4136000	3925326.0	0.21395744680851064	0.9490633462282398	10057	2501796	0.2139787234042553	0.6048829787234042	7200	98 99 17 37 40	Base Normal	137	733522	0.0029148936170212765	0.17735058027079303	1248	14268	27 18 71 28 51	FS	32192.0	1	135	690008	0.002872340425531915	0.16682978723404254	30600	6937	2766	1928	1613	1342	1114	700	280	248	244	191	121	59	105	132	130	113	90	52	30	52	81756	100812	117880	112460	124008	61390	135216	6	2768	30966	10	7770	148960	20	10698	406660	30	2715	155340	40	9300	721040	50	2401	218650	60	339	42900	80	764	117440	100	2751	520400	120	70	16560	160	120	34080	200	217	76000	400	20	12800	500	0	0	1000	0	0	
48000	9999793858	88	1	0.0	10274	4224000	4017858.0	0.21404166666666666	0.9511974431818182	10275	2559696	0.2140625	0.6059886363636363	7200	98 99 17 37 40	Base Normal	142	764986	0.002958333333333333	0.18110464015151514	1304	14268	27 18 71 28 51	FS	32192.0	1	136	693176	0.0028333333333333335	0.16410416666666666	31245	7094	2832	1966	1642	1373	1138	710	293	259	250	197	126	65	114	137	134	116	93	55	33	56	85656	102822	126312	116060	132180	63140	138816	6	2837	31506	10	7953	152650	20	10894	414100	30	2788	158640	40	9466	732560	50	2457	225500	60	342	43320	80	779	119200	100	2822	536700	120	71	17280	160	121	34240	200	230	81200	400	20	12800	500	0	0	1000	0	0	
49000	9999826464	88	1	0.0	10503	4312000	4138464.0	0.2143469387755102	0.9597551020408164	10504	2625516	0.21436734693877552	0.6088858998144713	7200	98 99 17 37 40	Base Normal	145	798652	0.0029591836734693877	0.1852161410018553	1336	14268	27 18 71 28 51	FS	32192.0	1	140	714296	0.002857142857142857	0.1656530612244898	31903	7219	2888	2007	1684	1405	1163	731	297	265	254	203	131	68	118	140	137	118	96	58	36	59	87656	104112	128240	118860	137340	70140	152304	6	2907	32316	10	8136	156810	20	11133	423680	30	2880	164940	40	9635	747600	50	2512	233050	60	360	45780	80	793	121520	100	2890	548300	120	71	17280	160	124	35040	200	240	86000	400	21	13200	500	0	0	1000	0	0	
50000	9999813098	88	1	0.0	10721	4400000	4213098.0	0.21442	0.9575222727272727	10722	2666660	0.21444	0.6060590909090909	7200	98 99 17 37 40	Base Normal	148	819206	0.00296	0.18618318181818183	1368	14268	27 18 71 28 51	FS	32192.0	1	142	727232	0.00284	0.16528	32564	7376	2947	2046	1718	1428	1174	747	305	268	258	208	133	69	127	143	140	121	96	59	37	64	89148	107232	129280	118860	141540	75866	157280	6	2988	32970	10	8312	159990	20	11386	431980	30	2909	166380	40	9845	761720	50	2559	237500	60	365	46080	80	816	124480	100	2932	553400	120	71	17280	160	127	35680	200	240	86000	400	21	13200	500	0	0	1000	0	0	
51000	9999807594	88	1	0.0	10964	4488000	4295594.0	0.21498039215686274	0.9571287878787879	10965	2726602	0.215	0.6075316399286987	7200	98 99 17 37 40	Base Normal	151	827240	0.00296078431372549	0.18432263814616756	1392	14268	27 18 71 28 51	FS	32192.0	1	145	741752	0.0028431372549019606	0.16527450980392158	33176	7552	3019	2088	1749	1453	1201	762	310	280	262	210	134	69	127	146	143	123	97	60	37	64	90088	110718	131688	119160	142440	75866	157280	6	3077	33852	10	8560	163610	20	11613	442020	30	2972	169410	40	10001	774840	50	2645	246150	60	370	46620	80	834	127760	100	2991	565900	120	72	17520	160	131	38720	200	242	87000	400	21	13200	500	0	0	1000	0	0	
52000	9999801812	88	1	0.0	11174	4576000	4377812.0	0.2148846153846154	0.9566896853146853	11175	2774290	0.21490384615384617	0.6062696678321678	7200	98 99 17 37 40	Base Normal	155	855170	0.002980769230769231	0.18688155594405595	1424	14268	27 18 71 28 51	FS	32192.0	1	146	748352	0.0028076923076923075	0.16353846153846155	33830	7690	3074	2128	1790	1480	1228	780	316	286	269	216	138	72	127	150	147	127	100	63	38	64	94188	111102	134544	128110	149880	80066	157280	6	3152	34920	10	8734	167360	20	11818	449500	30	3018	171450	40	10224	792120	50	2687	249500	60	372	46860	80	851	131840	100	3035	573500	120	72	17520	160	133	39520	200	242	87000	400	21	13200	500	0	0	1000	0	0	
53000	9999792978	88	1	0.0	11384	4664000	4456978.0	0.2147924528301887	0.9556127787307033	11385	2824560	0.21481132075471698	0.6056089193825043	7200	98 99 17 37 40	Base Normal	156	856610	0.002943396226415094	0.18366423670668955	1432	14268	27 18 71 28 51	FS	32192.0	1	151	775808	0.002849056603773585	0.16633962264150942	34501	7836	3134	2171	1821	1505	1243	789	317	290	272	216	138	72	127	151	148	128	100	63	38	64	94488	112002	134784	128110	149880	80066	157280	6	3212	35730	10	8910	169590	20	12037	456580	30	3063	173970	40	10414	804600	50	2762	254750	60	379	48000	80	864	134880	100	3103	586100	120	73	17640	160	138	41920	200	245	87600	400	21	13200	500	0	0	1000	0	0	
54000	9999788556	88	1	0.0	11595	4752000	4540556.0	0.21472222222222223	0.9555042087542087	11596	2884072	0.21474074074074073	0.6069175084175085	7200	98 99 17 37 40	Base Normal	159	867476	0.0029444444444444444	0.1825496632996633	1456	14268	27 18 71 28 51	FS	32192.0	1	153	789008	0.0028333333333333335	0.16603703703703704	35161	7986	3185	2213	1853	1533	1266	803	321	297	281	219	139	72	127	154	151	131	102	63	38	64	96928	114378	136584	132360	149880	80066	157280	6	3280	36822	10	9058	172250	20	12291	470200	30	3124	178980	40	10599	817440	50	2837	263000	60	386	48780	80	883	137520	100	3141	593600	120	74	17760	160	143	44320	200	249	90200	400	21	13200	500	0	0	1000	0	0	
55000	9999776996	88	1	0.0	11816	4840000	4616996.0	0.21483636363636363	0.9539247933884297	11817	2933800	0.21485454545454546	0.6061570247933884	7200	98 99 17 37 40	Base Normal	161	880636	0.002927272727272727	0.18194958677685952	1472	14268	27 18 71 28 51	FS	32192.0	1	156	802560	0.0028363636363636364	0.1658181818181818	35816	8127	3241	2251	1884	1571	1291	819	323	302	285	223	140	72	127	156	153	132	103	64	38	64	97808	117558	139384	137460	151080	80066	157280	6	3344	37770	10	9224	175710	20	12491	478740	30	3171	182250	40	10804	833880	50	2887	266750	60	395	50640	80	898	141120	100	3162	598300	120	76	18360	160	148	46080	200	250	91000	400	21	13200	500	0	0	1000	0	0	
56000	9999771682	88	1	0.0	12060	4928000	4699682.0	0.21535714285714286	0.953669237012987	12061	2991494	0.215375	0.6070401785714286	7200	98 99 17 37 40	Base Normal	161	880636	0.002875	0.17870048701298702	1472	14268	27 18 71 28 51	FS	32192.0	1	160	827552	0.002857142857142857	0.16792857142857143	36467	8284	3298	2282	1921	1601	1314	833	323	302	285	223	140	72	127	156	153	132	103	64	38	64	97808	117558	139384	137460	151080	80066	157280	6	3408	38454	10	9389	178350	20	12762	489220	30	3254	186990	40	11030	850200	50	2942	271900	60	405	51420	80	917	143520	100	3235	608400	120	76	18360	160	148	46080	200	258	95400	400	21	13200	500	0	0	1000	0	0	
57000	9999766720	88	1	60.0	12265	5016000	4782720.0	0.21517543859649124	0.9534928229665072	12266	3036636	0.21519298245614035	0.6053899521531101	7200	98 99 17 37 40	Base Normal	165	903748	0.0028947368421052633	0.18017304625199362	1520	14268	27 18 71 28 51	FS	32192.0	1	164	842336	0.0028771929824561405	0.1679298245614035	37128	8436	3350	2316	1960	1626	1340	844	329	309	292	231	147	73	139	160	156	136	107	66	39	70	98792	119238	143768	140350	153072	81200	167328	6	3458	38946	10	9555	180310	20	12962	496000	30	3318	190230	40	11244	864960	50	2974	275250	60	415	53700	80	938	147200	100	3295	615800	120	78	18600	160	149	46240	200	262	96200	400	21	13200	500	0	0	1000	0	0	
58000	9999765644	88	1	0.0	12491	5104000	4869644.0	0.21536206896551724	0.954083855799373	12492	3102790	0.21537931034482757	0.6079134012539185	7200	98 99 17 37 40	Base Normal	168	917038	0.002896551724137931	0.17967045454545455	1544	14268	27 18 71 28 51	FS	32192.0	1	166	849816	0.0028620689655172414	0.1665	37763	8593	3411	2358	1991	1655	1369	860	334	316	299	233	150	73	139	163	159	138	109	67	39	70	100432	128388	144608	141650	153432	81200	167328	6	3503	39420	10	9740	183700	20	13205	503860	30	3393	195090	40	11470	887240	50	3052	282900	60	421	54120	80	953	150400	100	3352	626900	120	81	18960	160	150	46400	200	270	100600	400	21	13200	500	0	0	1000	0	0	
59000	9999754894	88	1	80.0	12725	5192000	4946894.0	0.21567796610169493	0.9527916024653312	12726	3154554	0.21569491525423728	0.6075797380585516	7200	98 99 17 37 40	Base Normal	173	934428	0.0029322033898305086	0.17997457627118643	1584	14268	27 18 71 28 51	FS	32192.0	1	168	857912	0.002847457627118644	0.1652372881355932	38415	8746	3466	2401	2029	1678	1391	874	347	328	307	237	151	75	139	168	164	142	112	68	40	70	103152	130968	146688	143850	154872	87570	167328	6	3589	40674	10	9933	186520	20	13486	514680	30	3499	201690	40	11613	896520	50	3086	286650	60	433	55140	80	970	153280	100	3441	640000	120	82	19200	160	150	46400	200	270	100600	400	21	13200	500	0	0	1000	0	0	
60000	9999749378	88	1	60.0	12932	5280000	5029378.0	0.21553333333333333	0.9525337121212121	12933	3211212	0.21555	0.6081840909090909	7200	98 99 17 37 40	Base Normal	177	946086	0.00295	0.17918295454545455	1616	14268	27 18 71 28 51	FS	32192.0	1	170	872080	0.0028333333333333335	0.16516666666666666	39045	8909	3522	2452	2065	1697	1421	889	357	336	314	243	152	75	139	172	168	145	113	69	40	70	104372	136578	148776	144550	156912	87570	167328	6	3620	41052	10	10069	188300	20	13767	525660	30	3555	205080	40	11782	910880	50	3149	291800	60	437	55800	80	982	156320	100	3492	654600	120	84	19920	160	152	47200	200	274	101400	400	21	13200	500	0	0	1000	0	0	
61000	9999725346	88	1	0.0	13131	5368000	5093346.0	0.2152622950819672	0.9488349478390462	13132	3250330	0.21527868852459017	0.6055011177347243	7200	98 99 17 37 40	Base Normal	181	954040	0.0029672131147540984	0.17772727272727273	1648	14268	27 18 71 28 51	FS	32192.0	1	174	888976	0.0028524590163934425	0.16560655737704918	39716	9040	3585	2496	2102	1721	1440	900	364	343	323	247	157	75	139	176	172	148	116	69	40	70	106136	138864	150840	146390	156912	87570	167328	6	3659	41400	10	10215	190610	20	14058	535500	30	3614	207870	40	11965	924800	50	3183	294350	60	444	56280	80	989	157040	100	3516	659600	120	84	19920	160	153	47360	200	275	102400	400	21	13200	500	0	0	1000	0	0	
62000	9999723684	88	1	0.0	13354	5456000	5179684.0	0.21538709677419354	0.9493555718475073	13355	3310084	0.2154032258064516	0.6066869501466275	7200	98 99 17 37 40	Base Normal	187	974288	0.0030161290322580645	0.17857184750733138	1696	14268	27 18 71 28 51	FS	32192.0	1	175	895312	0.00282258064516129	0.1640967741935484	40364	9185	3651	2541	2143	1747	1459	910	379	355	333	256	159	75	139	182	178	153	119	70	40	70	110016	143532	157240	150490	158112	87570	167328	6	3724	42354	10	10403	194440	20	14262	543860	30	3658	211350	40	12194	942360	50	3239	299000	60	448	56640	80	1014	159840	100	3600	673600	120	86	20160	160	158	50080	200	279	103200	400	21	13200	500	0	0	1000	0	0	
63000	9999705354	88	1	0.0	13553	5544000	5249354.0	0.21512698412698414	0.9468531746031746	13554	3355126	0.21514285714285714	0.6051814574314575	7200	98 99 17 37 40	Base Normal	188	980348	0.002984126984126984	0.17683044733044734	1704	14268	27 18 71 28 51	FS	32192.0	1	178	913880	0.0028253968253968255	0.16484126984126984	41038	9321	3699	2575	2183	1774	1487	923	381	356	335	259	159	75	139	183	179	154	120	70	40	70	110316	144132	158320	154570	158112	87570	167328	6	3777	42876	10	10586	197980	20	14466	550800	30	3706	213870	40	12376	956440	50	3315	305800	60	452	57060	80	1030	161440	100	3629	681300	120	87	20400	160	161	50560	200	280	103400	400	21	13200	500	0	0	1000	0	0	
64000	9999707804	88	1	80.0	13763	5632000	5339804.0	0.215046875	0.9481186079545455	13764	3405258	0.2150625	0.6046267755681818	7200	98 99 17 37 40	Base Normal	193	996290	0.003015625	0.17689808238636365	1752	14268	27 18 71 28 51	FS	32192.0	1	183	938256	0.002859375	0.16659375	41684	9478	3762	2602	2229	1796	1511	938	389	366	342	263	164	81	147	188	183	157	123	73	42	74	111692	146010	159560	156020	159240	91560	172208	6	3857	43488	10	10743	201720	20	14662	558500	30	3750	215430	40	12556	970640	50	3366	311900	60	457	57780	80	1047	163760	100	3690	690000	120	88	20520	160	165	51520	200	288	106800	400	21	13200	500	0	0	1000	0	0	
65000	9999685614	88	1	60.0	13971	5720000	5405614.0	0.21493846153846155	0.9450374125874126	13972	3456428	0.21495384615384616	0.6042706293706294	7200	98 99 17 37 40	Base Normal	195	1007410	0.003	0.17612062937062936	1768	14268	27 18 71 28 51	FS	32192.0	1	184	941776	0.002830769230769231	0.16464615384615386	42343	9625	3819	2643	2268	1822	1531	949	395	368	348	265	164	81	147	190	185	159	123	73	42	74	113412	149010	165960	156020	159240	91560	172208	6	3944	44598	10	10897	203890	20	14887	568140	30	3813	218880	40	12739	983240	50	3411	318000	60	467	58860	80	1055	164560	100	3740	699300	120	90	21120	160	168	52640	200	296	110000	400	21	13200	500	0	0	1000	0	0	
66000	9999670320	88	1	350.0	14197	5808000	5478320.0	0.2151060606060606	0.9432369146005509	14198	3517228	0.21512121212121213	0.6055833333333334	7200	98 99 17 37 40	Base Normal	198	1011396	0.003	0.17413842975206612	1792	14268	27 18 71 28 51	FS	32192.0	1	186	949696	0.002818181818181818	0.1635151515151515	42984	9770	3875	2686	2312	1842	1563	968	405	372	356	267	164	81	147	193	187	160	124	73	42	74	116072	149706	166440	156170	159240	91560	172208	6	4021	45678	10	11086	207890	20	15139	577160	30	3862	222600	40	12971	1000880	50	3499	326200	60	471	59160	80	1080	168800	100	3800	709500	120	90	21120	160	172	54240	200	299	110800	400	21	13200	500	0	0	1000	0	0	
67000	9999697256	88	1	110.0	14405	5896000	5593256.0	0.215	0.9486526458616011	14406	3571790	0.21501492537313432	0.6057988466757124	7200	98 99 17 37 40	Base Normal	202	1052762	0.0030149253731343285	0.17855529172320217	1840	14268	27 18 71 28 51	FS	32192.0	1	190	968704	0.002835820895522388	0.16429850746268657	43646	9925	3925	2718	2344	1870	1590	982	416	384	361	271	168	88	152	197	189	163	127	75	44	75	117652	150366	167680	169360	161520	105784	180400	6	4082	46470	10	11271	211990	20	15369	584440	30	3928	227400	40	13167	1015040	50	3528	329650	60	480	61260	80	1090	170640	100	3860	720100	120	93	24000	160	173	54400	200	306	113200	400	21	13200	500	0	0	1000	0	0	
68000	9999704918	88	1	0.0	14634	5984000	5688918.0	0.21520588235294116	0.9506881684491979	14635	3630278	0.2152205882352941	0.6066641042780748	7200	98 99 17 37 40	Base Normal	204	1073216	0.003	0.1793475935828877	1872	14268	27 18 71 28 51	FS	32192.0	1	193	985424	0.002838235294117647	0.16467647058823529	44283	10061	3994	2763	2384	1904	1615	996	421	386	364	277	173	90	161	199	190	164	129	77	46	79	118736	150546	168120	169690	162840	107044	196240	6	4134	46818	10	11443	216360	20	15590	593360	30	4014	234510	40	13380	1030160	50	3585	335550	60	492	62100	80	1102	172080	100	3915	731700	120	95	24480	160	176	56160	200	308	113800	400	21	13200	500	0	0	1000	0	0	
69000	9999705022	88	1	0.0	14855	6072000	5777022.0	0.21528985507246376	0.9514199604743083	14856	3690478	0.21530434782608696	0.607786231884058	7200	98 99 17 37 40	Base Normal	206	1076128	0.0029855072463768114	0.17722793148880106	1888	14268	27 18 71 28 51	FS	32192.0	1	196	1010416	0.0028405797101449274	0.1664057971014493	44921	10197	4067	2804	2415	1937	1649	1010	429	389	368	278	173	90	161	201	192	165	130	77	46	79	119028	151326	168760	170890	162840	107044	196240	6	4172	47448	10	11654	221920	20	15853	606980	30	4071	237900	40	13537	1044280	50	3630	340150	60	494	62340	80	1117	174800	100	3998	745700	120	96	24720	160	179	56640	200	311	114400	400	21	13200	500	0	0	1000	0	0	
70000	9999685480	88	1	0.0	15066	6160000	5845480.0	0.21522857142857144	0.9489415584415585	15067	3738608	0.21524285714285715	0.6069168831168831	7200	98 99 17 37 40	Base Normal	206	1076128	0.002942857142857143	0.1746961038961039	1888	14268	27 18 71 28 51	FS	32192.0	1	201	1030744	0.002871428571428571	0.16732857142857144	45536	10354	4144	2846	2449	1976	1672	1023	429	389	368	278	173	90	161	201	192	165	130	77	46	79	119028	151326	168760	170890	162840	107044	196240	6	4206	47808	10	11848	224920	20	16100	616320	30	4128	240300	40	13705	1058240	50	3704	345200	60	499	62940	80	1136	177520	100	4040	753700	120	96	24720	160	183	57440	200	318	115800	400	21	13200	500	1	500	1000	0	0	
71000	9999674578	88	1	0.0	15281	6248000	5922578.0	0.21522535211267604	0.9479158130601792	15282	3794586	0.2152394366197183	0.6073281049935979	7200	98 99 17 37 40	Base Normal	206	1076128	0.0029014084507042255	0.17223559539052496	1888	14268	27 18 71 28 51	FS	32192.0	1	204	1051864	0.0028732394366197183	0.16835211267605635	46166	10501	4219	2883	2488	2008	1701	1034	429	389	368	278	173	90	161	201	192	165	130	77	46	79	119028	151326	168760	170890	162840	107044	196240	6	4263	48546	10	12039	228310	20	16354	626100	30	4177	244650	40	13872	1070440	50	3746	350100	60	505	63420	80	1155	182160	100	4105	767000	120	96	24720	160	188	58240	200	324	117200	400	21	13200	500	1	500	1000	0	0	
